movieId,title,genres,genres_clean,tags_clean,title_tokens,year_token,soup
3389,Let's Get Harry (1986),Action|Adventure,action adventure,,let s get harry,yr1986,action adventure action adventure action adventure let s get harry yr1986
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,adventure crime drama romance,,shanghai surprise,yr1986,adventure crime drama romance adventure crime drama romance adventure crime drama romance shanghai surprise yr1986
3391,Who's That Girl? (1987),Comedy,comedy,,who s girl,yr1987,comedy comedy comedy who s girl yr1987
3392,She-Devil (1989),Comedy,comedy,,she devil,yr1989,comedy comedy comedy she devil yr1989
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,comedy fantasy romance,,date angel,yr1987,comedy fantasy romance comedy fantasy romance comedy fantasy romance date angel yr1987
3394,Blind Date (1987),Comedy|Romance,comedy romance,,blind date,yr1987,comedy romance comedy romance comedy romance blind date yr1987
3395,Nadine (1987),Comedy,comedy,,nadine,yr1987,comedy comedy comedy nadine yr1987
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,adventure children comedy musical,,muppet movie,yr1979,adventure children comedy musical adventure children comedy musical adventure children comedy musical muppet movie yr1979
3397,"Great Muppet Caper, The (1981)",Children|Comedy,children comedy,,great muppet caper,yr1981,children comedy children comedy children comedy great muppet caper yr1981
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,children comedy musical,,muppets take manhattan,yr1984,children comedy musical children comedy musical children comedy musical muppets take manhattan yr1984
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,adventure animation children fantasy,,we re back dinosaur s story,yr1993,adventure animation children fantasy adventure animation children fantasy adventure animation children fantasy we re back dinosaur s story yr1993
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,adventure scifi,,baby secret lost legend,yr1985,adventure scifi adventure scifi adventure scifi baby secret lost legend yr1985
3402,Turtle Diary (1985),Comedy|Drama|Romance,comedy drama romance,,turtle diary,yr1985,comedy drama romance comedy drama romance comedy drama romance turtle diary yr1985
3403,Raise the Titanic (1980),Drama|Thriller,drama thriller,,raise titanic,yr1980,drama thriller drama thriller drama thriller raise titanic yr1980
3404,Titanic (1953),Action|Drama,action drama,,titanic,yr1953,action drama action drama action drama titanic yr1953
3405,"Night to Remember, A (1958)",Action|Drama,action drama,,night remember,yr1958,action drama action drama action drama night remember yr1958
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,action adventure drama war,,captain horatio hornblower r n,yr1951,action adventure drama war action adventure drama war action adventure drama war captain horatio hornblower r n yr1951
3408,Erin Brockovich (2000),Drama,drama,scandal true story,erin brockovich,yr2000,drama drama drama erin brockovich yr2000 scandal true story
3409,Final Destination (2000),Drama|Thriller,drama thriller,,final destination,yr2000,drama thriller drama thriller drama thriller final destination yr2000
3410,Soft Fruit (1999),Comedy|Drama,comedy drama,,soft fruit,yr1999,comedy drama comedy drama comedy drama soft fruit yr1999
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,adventure children drama,,bear ours l,yr1988,adventure children drama adventure children drama adventure children drama bear ours l yr1988
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,drama romance war,,love many splendored thing,yr1955,drama romance war drama romance war drama romance war love many splendored thing yr1955
3415,"Mirror, The (Zerkalo) (1975)",Drama,drama,,mirror zerkalo,yr1975,drama drama drama mirror zerkalo yr1975
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,adventure comedy,,crimson pirate,yr1952,adventure comedy adventure comedy adventure comedy crimson pirate yr1952
3418,Thelma & Louise (1991),Adventure|Crime|Drama,adventure crime drama,,thelma louise,yr1991,adventure crime drama adventure crime drama adventure crime drama thelma louise yr1991
3420,...And Justice for All (1979),Drama|Thriller,drama thriller,lawyers,justice all,yr1979,drama thriller drama thriller drama thriller justice all yr1979 lawyers
3421,Animal House (1978),Comedy,comedy,college toga,animal house,yr1978,comedy comedy comedy animal house yr1978 college toga
3422,She's Gotta Have It (1986),Comedy|Romance,comedy romance,,she s gotta have,yr1986,comedy romance comedy romance comedy romance she s gotta have yr1986
3423,School Daze (1988),Drama,drama,,school daze,yr1988,drama drama drama school daze yr1988
3424,Do the Right Thing (1989),Drama,drama,great cinematography racism,do right thing,yr1989,drama drama drama do right thing yr1989 great cinematography racism
3425,Mo' Better Blues (1990),Drama|Musical,drama musical,,mo better blues,yr1990,drama musical drama musical drama musical mo better blues yr1990
3426,Jungle Fever (1991),Drama|Romance,drama romance,,jungle fever,yr1991,drama romance drama romance drama romance jungle fever yr1991
3428,"Champ, The (1979)",Drama,drama,,champ,yr1979,drama drama drama champ yr1979
3429,Creature Comforts (1989),Animation|Comedy,animation comedy,aardman,creature comforts,yr1989,animation comedy animation comedy animation comedy creature comforts yr1989 aardman
3430,Death Wish (1974),Action|Crime|Drama,action crime drama,,death wish,yr1974,action crime drama action crime drama action crime drama death wish yr1974
3431,Death Wish 2 (1982),Action|Drama,action drama,,death wish,yr1982,action drama action drama action drama death wish yr1982
3432,Death Wish 3 (1985),Action|Drama,action drama,,death wish,yr1985,action drama action drama action drama death wish yr1985
3433,Death Wish 4: The Crackdown (1987),Action|Drama,action drama,,death wish crackdown,yr1987,action drama action drama action drama death wish crackdown yr1987
3434,Death Wish 5: The Face of Death (1994),Action|Drama,action drama,,death wish face death,yr1994,action drama action drama action drama death wish face death yr1994
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,crime drama filmnoir,insurance,double indemnity,yr1944,crime drama filmnoir crime drama filmnoir crime drama filmnoir double indemnity yr1944 insurance
3436,Dying Young (1991),Drama|Romance,drama romance,,dying young,yr1991,drama romance drama romance drama romance dying young yr1991
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,action children comedy fantasy scifi,,teenage mutant ninja turtles,yr1990,action children comedy fantasy scifi action children comedy fantasy scifi action children comedy fantasy scifi teenage mutant ninja turtles yr1990
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,action children fantasy,,teenage mutant ninja turtles secret ooze,yr1991,action children fantasy action children fantasy action children fantasy teenage mutant ninja turtles secret ooze yr1991
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,action adventure children comedy fantasy,,teenage mutant ninja turtles,yr1993,action adventure children comedy fantasy action adventure children comedy fantasy action adventure children comedy fantasy teenage mutant ninja turtles yr1993
3441,Red Dawn (1984),Action|Drama|War,action drama war,,red dawn,yr1984,action drama war action drama war action drama war red dawn yr1984
3442,Band of the Hand (1986),Action|Crime|Drama,action crime drama,,band hand,yr1986,action crime drama action crime drama action crime drama band hand yr1986
3444,Bloodsport (1988),Action,action,,bloodsport,yr1988,action action action bloodsport yr1988
3445,Eyes of Laura Mars (1978),Mystery|Thriller,mystery thriller,,eyes laura mars,yr1978,mystery thriller mystery thriller mystery thriller eyes laura mars yr1978
3446,Funny Bones (1995),Comedy|Drama,comedy drama,,funny bones,yr1995,comedy drama comedy drama comedy drama funny bones yr1995
3447,"Good Earth, The (1937)",Drama,drama,pearl s buck,good earth,yr1937,drama drama drama good earth yr1937 pearl s buck
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,comedy drama war,,good morning vietnam,yr1987,comedy drama war comedy drama war comedy drama war good morning vietnam yr1987
3449,"Good Mother, The (1988)",Drama,drama,,good mother,yr1988,drama drama drama good mother yr1988
3450,Grumpy Old Men (1993),Comedy,comedy,,grumpy old men,yr1993,comedy comedy comedy grumpy old men yr1993
3451,Guess Who's Coming to Dinner (1967),Drama,drama,hepburn and tracy interracial marriage prejudice racism,guess who s coming dinner,yr1967,drama drama drama guess who s coming dinner yr1967 hepburn and tracy interracial marriage prejudice racism
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,action crime romance thriller,,romeo must die,yr2000,action crime romance thriller action crime romance thriller action crime romance thriller romeo must die yr2000
3453,Here on Earth (2000),Drama|Romance,drama romance,,here earth,yr2000,drama romance drama romance drama romance here earth yr2000
3454,Whatever It Takes (2000),Comedy|Romance,comedy romance,,whatever takes,yr2000,comedy romance comedy romance comedy romance whatever takes yr2000
3455,Buddy Boy (1999),Drama|Thriller,drama thriller,,buddy boy,yr1999,drama thriller drama thriller drama thriller buddy boy yr1999
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,drama,,color paradise rang e khoda,yr1999,drama drama drama color paradise rang e khoda yr1999
3459,Gothic (1986),Drama|Horror,drama horror,,gothic,yr1986,drama horror drama horror drama horror gothic yr1986
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,adventure drama thriller,island,lord flies,yr1963,adventure drama thriller adventure drama thriller adventure drama thriller lord flies yr1963 island
3462,Modern Times (1936),Comedy|Drama|Romance,comedy drama romance,factory,modern times,yr1936,comedy drama romance comedy drama romance comedy drama romance modern times yr1936 factory
3466,Heart and Souls (1993),Comedy|Fantasy,comedy fantasy,,heart souls,yr1993,comedy fantasy comedy fantasy comedy fantasy heart souls yr1993
3467,Hud (1963),Drama|Western,drama western,,hud,yr1963,drama western drama western drama western hud yr1963
3468,"Hustler, The (1961)",Drama,drama,pool,hustler,yr1961,drama drama drama hustler yr1961 pool
3469,Inherit the Wind (1960),Drama,drama,court evolution religion,inherit wind,yr1960,drama drama drama inherit wind yr1960 court evolution religion
3470,Dersu Uzala (1975),Adventure|Drama,adventure drama,,dersu uzala,yr1975,adventure drama adventure drama adventure drama dersu uzala yr1975
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,adventure drama scifi,,close encounters third kind,yr1977,adventure drama scifi adventure drama scifi adventure drama scifi close encounters third kind yr1977
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,comedy,,jonah who will be year jonas qui aura ans en l,yr1976,comedy comedy comedy jonah who will be year jonas qui aura ans en l yr1976
3474,Retroactive (1997),Sci-Fi|Thriller,scifi thriller,,retroactive,yr1997,scifi thriller scifi thriller scifi thriller retroactive yr1997
3475,"Place in the Sun, A (1951)",Drama|Romance,drama romance,class,place sun,yr1951,drama romance drama romance drama romance place sun yr1951 class
3476,Jacob's Ladder (1990),Horror|Mystery,horror mystery,,jacob s ladder,yr1990,horror mystery horror mystery horror mystery jacob s ladder yr1990
3477,Empire Records (1995),Comedy|Drama,comedy drama,,empire records,yr1995,comedy drama comedy drama comedy drama empire records yr1995
3478,"Bamba, La (1987)",Drama,drama,,bamba la,yr1987,drama drama drama bamba la yr1987
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,adventure fantasy romance,,ladyhawke,yr1985,adventure fantasy romance adventure fantasy romance adventure fantasy romance ladyhawke yr1985
3480,Lucas (1986),Drama|Romance,drama romance,,lucas,yr1986,drama romance drama romance drama romance lucas yr1986
3481,High Fidelity (2000),Comedy|Drama|Romance,comedy drama romance,music nick hornby,high fidelity,yr2000,comedy drama romance comedy drama romance comedy drama romance high fidelity yr2000 music nick hornby
3483,"Road to El Dorado, The (2000)",Animation|Children,animation children,,road el dorado,yr2000,animation children animation children animation children road el dorado yr2000
3484,"Skulls, The (2000)",Thriller,thriller,,skulls,yr2000,thriller thriller thriller skulls yr2000
3489,Hook (1991),Adventure|Comedy|Fantasy,adventure comedy fantasy,peter pan,hook,yr1991,adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy hook yr1991 peter pan
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,adventure comedy romance,,son sheik,yr1926,adventure comedy romance adventure comedy romance adventure comedy romance son sheik yr1926
3494,True Grit (1969),Adventure|Drama|Western,adventure drama western,,true grit,yr1969,adventure drama western adventure drama western adventure drama western true grit yr1969
3496,Madame Sousatzka (1988),Drama,drama,,madame sousatzka,yr1988,drama drama drama madame sousatzka yr1988
3497,Max Dugan Returns (1983),Comedy,comedy,,max dugan returns,yr1983,comedy comedy comedy max dugan returns yr1983
3498,Midnight Express (1978),Drama,drama,,midnight express,yr1978,drama drama drama midnight express yr1978
3499,Misery (1990),Drama|Horror|Thriller,drama horror thriller,claustrophobic horror scary stephen king suspenseful tense thriller,misery,yr1990,drama horror thriller drama horror thriller drama horror thriller misery yr1990 claustrophobic horror scary stephen king suspenseful tense thriller
3500,Mr. Saturday Night (1992),Comedy|Drama,comedy drama,,mr saturday night,yr1992,comedy drama comedy drama comedy drama mr saturday night yr1992
3501,Murphy's Romance (1985),Comedy|Romance,comedy romance,,murphy s romance,yr1985,comedy romance comedy romance comedy romance murphy s romance yr1985
3502,My Life (1993),Drama,drama,death,my life,yr1993,drama drama drama my life yr1993 death
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,drama mystery scifi,,solaris solyaris,yr1972,drama mystery scifi drama mystery scifi drama mystery scifi solaris solyaris yr1972
3504,Network (1976),Comedy|Drama,comedy drama,journalism,network,yr1976,comedy drama comedy drama comedy drama network yr1976 journalism
3505,No Way Out (1987),Drama|Mystery|Thriller,drama mystery thriller,,no way out,yr1987,drama mystery thriller drama mystery thriller drama mystery thriller no way out yr1987
3506,North Dallas Forty (1979),Comedy|Drama,comedy drama,,north dallas forty,yr1979,comedy drama comedy drama comedy drama north dallas forty yr1979
3507,"Odd Couple, The (1968)",Comedy,comedy,,odd couple,yr1968,comedy comedy comedy odd couple yr1968
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,action adventure drama thriller western,,outlaw josey wales,yr1976,action adventure drama thriller western action adventure drama thriller western action adventure drama thriller western outlaw josey wales yr1976
3510,Frequency (2000),Drama|Thriller,drama thriller,,frequency,yr2000,drama thriller drama thriller drama thriller frequency yr2000
3511,Ready to Rumble (2000),Comedy,comedy,,ready rumble,yr2000,comedy comedy comedy ready rumble yr2000
3512,Return to Me (2000),Drama|Romance,drama romance,transplants,return me,yr2000,drama romance drama romance drama romance return me yr2000 transplants
3513,Rules of Engagement (2000),Drama|Thriller,drama thriller,,rules engagement,yr2000,drama thriller drama thriller drama thriller rules engagement yr2000
3514,Joe Gould's Secret (2000),Drama,drama,,joe gould s secret,yr2000,drama drama drama joe gould s secret yr2000
3515,Me Myself I (2000),Comedy|Romance,comedy romance,alternate endings,me myself,yr2000,comedy romance comedy romance comedy romance me myself yr2000 alternate endings
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,comedy fantasy romance,,bell book candle,yr1958,comedy fantasy romance comedy fantasy romance comedy fantasy romance bell book candle yr1958
3519,Force 10 from Navarone (1978),Action|Drama|War,action drama war,,force navarone,yr1978,action drama war action drama war action drama war force navarone yr1978
3521,Mystery Train (1989),Comedy|Drama,comedy drama,,mystery train,yr1989,comedy drama comedy drama comedy drama mystery train yr1989
3524,Arthur (1981),Comedy|Romance,comedy romance,,arthur,yr1981,comedy romance comedy romance comedy romance arthur yr1981
3525,Bachelor Party (1984),Comedy,comedy,,bachelor party,yr1984,comedy comedy comedy bachelor party yr1984
3526,Parenthood (1989),Comedy|Drama,comedy drama,families,parenthood,yr1989,comedy drama comedy drama comedy drama parenthood yr1989 families
3527,Predator (1987),Action|Sci-Fi|Thriller,action scifi thriller,aliens arnold schwarzenegger dialogue guns jesse ventura macho sci-fi scifi cult,predator,yr1987,action scifi thriller action scifi thriller action scifi thriller predator yr1987 aliens arnold schwarzenegger dialogue guns jesse ventura macho sci-fi scifi cult
3528,"Prince of Tides, The (1991)",Drama|Romance,drama romance,psychiatrist,prince tides,yr1991,drama romance drama romance drama romance prince tides yr1991 psychiatrist
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,crime thriller,,postman always rings twice,yr1981,crime thriller crime thriller crime thriller postman always rings twice yr1981
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,comedy drama romance,,all vermeers new york,yr1990,comedy drama romance comedy drama romance comedy drama romance all vermeers new york yr1990
3534,28 Days (2000),Drama,drama,,days,yr2000,drama drama drama days yr2000
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,crime horror mystery thriller,,american psycho,yr2000,crime horror mystery thriller crime horror mystery thriller crime horror mystery thriller american psycho yr2000
3536,Keeping the Faith (2000),Comedy|Drama|Romance,comedy drama romance,priest rabbi,keeping faith,yr2000,comedy drama romance comedy drama romance comedy drama romance keeping faith yr2000 priest rabbi
3537,Where the Money Is (2000),Comedy|Drama,comedy drama,,where money,yr2000,comedy drama comedy drama comedy drama where money yr2000
3538,East is East (1999),Comedy,comedy,,east east,yr1999,comedy comedy comedy east east yr1999
3539,"Filth and the Fury, The (2000)",Documentary,documentary,,filth fury,yr2000,documentary documentary documentary filth fury yr2000
3543,Diner (1982),Comedy|Drama,comedy drama,,diner,yr1982,comedy drama comedy drama comedy drama diner yr1982
3544,Shakes the Clown (1992),Comedy,comedy,,shakes clown,yr1992,comedy comedy comedy shakes clown yr1992
3545,Cabaret (1972),Drama|Musical,drama musical,,cabaret,yr1972,drama musical drama musical drama musical cabaret yr1972
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,drama horror thriller,show business,what ever happened baby jane,yr1962,drama horror thriller drama horror thriller drama horror thriller what ever happened baby jane yr1962 show business
3548,Auntie Mame (1958),Comedy|Drama,comedy drama,1920s,auntie mame,yr1958,comedy drama comedy drama comedy drama auntie mame yr1958 1920s
3549,Guys and Dolls (1955),Comedy|Musical|Romance,comedy musical romance,gambling,guys dolls,yr1955,comedy musical romance comedy musical romance comedy musical romance guys dolls yr1955 gambling
3550,The Hunger (1983),Horror,horror,,hunger,yr1983,horror horror horror hunger yr1983
3551,Marathon Man (1976),Crime|Drama|Thriller,crime drama thriller,,marathon man,yr1976,crime drama thriller crime drama thriller crime drama thriller marathon man yr1976
3552,Caddyshack (1980),Comedy,comedy,golf,caddyshack,yr1980,comedy comedy comedy caddyshack yr1980 golf
3553,Gossip (2000),Drama|Thriller,drama thriller,,gossip,yr2000,drama thriller drama thriller drama thriller gossip yr2000
3554,Love and Basketball (2000),Drama|Romance,drama romance,,love basketball,yr2000,drama romance drama romance drama romance love basketball yr2000
3555,U-571 (2000),Action|Thriller|War,action thriller war,,u,yr2000,action thriller war action thriller war action thriller war u yr2000
3556,"Virgin Suicides, The (1999)",Drama|Romance,drama romance,1970s sofia coppola suicide,virgin suicides,yr1999,drama romance drama romance drama romance virgin suicides yr1999 1970s sofia coppola suicide
3557,Jennifer 8 (1992),Mystery|Thriller,mystery thriller,,jennifer,yr1992,mystery thriller mystery thriller mystery thriller jennifer yr1992
3559,Limelight (1952),Comedy|Drama|Romance,comedy drama romance,,limelight,yr1952,comedy drama romance comedy drama romance comedy drama romance limelight yr1952
3563,"Crow: Salvation, The (2000)",Action|Horror,action horror,,crow salvation,yr2000,action horror action horror action horror crow salvation yr2000
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,children comedy,,flintstones viva rock vegas,yr2000,children comedy children comedy children comedy flintstones viva rock vegas yr2000
3565,Where the Heart Is (2000),Comedy|Drama,comedy drama,,where heart,yr2000,comedy drama comedy drama comedy drama where heart yr2000
3566,"Big Kahuna, The (2000)",Comedy|Drama,comedy drama,business religion,big kahuna,yr2000,comedy drama comedy drama comedy drama big kahuna yr2000 business religion
3567,Bossa Nova (2000),Comedy|Drama|Romance,comedy drama romance,,bossa nova,yr2000,comedy drama romance comedy drama romance comedy drama romance bossa nova yr2000
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,comedy romance,,smiling fish goat fire,yr1999,comedy romance comedy romance comedy romance smiling fish goat fire yr1999
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,comedy drama,,idiots idioterne,yr1998,comedy drama comedy drama comedy drama idiots idioterne yr1998
3571,Time Code (2000),Comedy|Drama,comedy drama,,time code,yr2000,comedy drama comedy drama comedy drama time code yr2000
3572,Carnosaur (1993),Horror|Sci-Fi,horror scifi,,carnosaur,yr1993,horror scifi horror scifi horror scifi carnosaur yr1993
3573,Carnosaur 2 (1995),Horror|Sci-Fi,horror scifi,,carnosaur,yr1995,horror scifi horror scifi horror scifi carnosaur yr1995
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,horror scifi,,carnosaur primal species,yr1996,horror scifi horror scifi horror scifi carnosaur primal species yr1996
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,action horror scifi,,hidden,yr1987,action horror scifi action horror scifi action horror scifi hidden yr1987
3577,Two Moon Junction (1988),Drama|Romance,drama romance,,moon junction,yr1988,drama romance drama romance drama romance moon junction yr1988
3578,Gladiator (2000),Action|Adventure|Drama,action adventure drama,ancient rome epic history imdb top 250 revenge romans rome russell crowe,gladiator,yr2000,action adventure drama action adventure drama action adventure drama gladiator yr2000 ancient rome epic history imdb top 250 revenge romans rome russell crowe
3580,Up at the Villa (2000),Drama,drama,,up villa,yr2000,drama drama drama up villa yr2000
3581,Human Traffic (1999),Comedy,comedy,,human traffic,yr1999,comedy comedy comedy human traffic yr1999
3584,Breathless (1983),Action|Drama|Romance|Thriller,action drama romance thriller,,breathless,yr1983,action drama romance thriller action drama romance thriller action drama romance thriller breathless yr1983
3586,The Idolmaker (1980),Drama|Romance,drama romance,,idolmaker,yr1980,drama romance drama romance drama romance idolmaker yr1980
3587,Inferno (1980),Horror,horror,,inferno,yr1980,horror horror horror inferno yr1980
3590,"Lords of Flatbush, The (1974)",Comedy|Drama,comedy drama,,lords flatbush,yr1974,comedy drama comedy drama comedy drama lords flatbush yr1974
3591,Mr. Mom (1983),Comedy|Drama,comedy drama,,mr mom,yr1983,comedy drama comedy drama comedy drama mr mom yr1983
3592,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,animation scifi,,time masters ma tres du temps les,yr1982,animation scifi animation scifi animation scifi time masters ma tres du temps les yr1982
3593,Battlefield Earth (2000),Action|Sci-Fi,action scifi,,battlefield earth,yr2000,action scifi action scifi action scifi battlefield earth yr2000
3594,Center Stage (2000),Drama|Musical,drama musical,,center stage,yr2000,drama musical drama musical drama musical center stage yr2000
3596,Screwed (2000),Comedy,comedy,,screwed,yr2000,comedy comedy comedy screwed yr2000
3597,Whipped (2000),Comedy,comedy,,whipped,yr2000,comedy comedy comedy whipped yr2000
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,crime drama romance thriller,,hamlet,yr2000,crime drama romance thriller crime drama romance thriller crime drama romance thriller hamlet yr2000
3599,Anchors Aweigh (1945),Comedy|Musical,comedy musical,,anchors aweigh,yr1945,comedy musical comedy musical comedy musical anchors aweigh yr1945
3604,Gypsy (1962),Musical,musical,,gypsy,yr1962,musical musical musical gypsy yr1962
3606,On the Town (1949),Comedy|Musical|Romance,comedy musical romance,,town,yr1949,comedy musical romance comedy musical romance comedy musical romance town yr1949
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,adventure comedy,pee wee herman,pee wee s big adventure,yr1985,adventure comedy adventure comedy adventure comedy pee wee s big adventure yr1985 pee wee herman
3609,Regret to Inform (1998),Documentary,documentary,,regret inform,yr1998,documentary documentary documentary regret inform yr1998
3614,Honeymoon in Vegas (1992),Comedy|Romance,comedy romance,,honeymoon vegas,yr1992,comedy romance comedy romance comedy romance honeymoon vegas yr1992
3615,Dinosaur (2000),Adventure|Animation|Children,adventure animation children,,dinosaur,yr2000,adventure animation children adventure animation children adventure animation children dinosaur yr2000
3616,Loser (2000),Comedy|Romance,comedy romance,,loser,yr2000,comedy romance comedy romance comedy romance loser yr2000
3617,Road Trip (2000),Comedy,comedy,,road trip,yr2000,comedy comedy comedy road trip yr2000
3618,Small Time Crooks (2000),Comedy|Crime,comedy crime,,small time crooks,yr2000,comedy crime comedy crime comedy crime small time crooks yr2000
3619,"Hollywood Knights, The (1980)",Comedy,comedy,,hollywood knights,yr1980,comedy comedy comedy hollywood knights yr1980
3622,"Twelve Chairs, The (1970)",Comedy,comedy,,twelve chairs,yr1970,comedy comedy comedy twelve chairs yr1970
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,action adventure thriller,,mission impossible,yr2000,action adventure thriller action adventure thriller action adventure thriller mission impossible yr2000
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,action adventure comedy western,,shanghai noon,yr2000,action adventure comedy western action adventure comedy western action adventure comedy western shanghai noon yr2000
3625,Better Living Through Circuitry (1999),Documentary,documentary,,better living through circuitry,yr1999,documentary documentary documentary better living through circuitry yr1999
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,comedy,,women k women k eight half women,yr1999,comedy comedy comedy women k women k eight half women yr1999
3627,Carnival of Souls (1962),Horror|Thriller,horror thriller,,carnival souls,yr1962,horror thriller horror thriller horror thriller carnival souls yr1962
3628,Flying Tigers (1942),Action|Drama|Romance|War,action drama romance war,,flying tigers,yr1942,action drama romance war action drama romance war action drama romance war flying tigers yr1942
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,adventure comedy romance,mining,gold rush,yr1925,adventure comedy romance adventure comedy romance adventure comedy romance gold rush yr1925 mining
3632,Monsieur Verdoux (1947),Comedy|Crime,comedy crime,,monsieur verdoux,yr1947,comedy crime comedy crime comedy crime monsieur verdoux yr1947
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,action adventure romance thriller,,her majesty s secret service,yr1969,action adventure romance thriller action adventure romance thriller action adventure romance thriller her majesty s secret service yr1969
3634,Seven Days in May (1964),Thriller,thriller,,seven days may,yr1964,thriller thriller thriller seven days may yr1964
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,action adventure thriller,,spy who loved me,yr1977,action adventure thriller action adventure thriller action adventure thriller spy who loved me yr1977
3637,Vagabond (Sans toit ni loi) (1985),Drama,drama,,vagabond sans toit ni loi,yr1985,drama drama drama vagabond sans toit ni loi yr1985
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,action adventure scifi thriller,,moonraker,yr1979,action adventure scifi thriller action adventure scifi thriller action adventure scifi thriller moonraker yr1979
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,action adventure thriller,,man golden gun,yr1974,action adventure thriller action adventure thriller action adventure thriller man golden gun yr1974
3640,"King in New York, A (1957)",Comedy|Drama,comedy drama,,king new york,yr1957,comedy drama comedy drama comedy drama king new york yr1957
3641,"Woman of Paris, A (1923)",Drama,drama,,woman paris,yr1923,drama drama drama woman paris yr1923
3643,"Fighting Seabees, The (1944)",Action|Drama|War,action drama war,,fighting seabees,yr1944,action drama war action drama war action drama war fighting seabees yr1944
3646,Big Momma's House (2000),Comedy,comedy,,big momma s house,yr2000,comedy comedy comedy big momma s house yr2000
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,horror scifi,,abominable snowman abominable snowman himalayas,yr1957,horror scifi horror scifi horror scifi abominable snowman abominable snowman himalayas yr1957
3649,American Gigolo (1980),Drama,drama,,american gigolo,yr1980,drama drama drama american gigolo yr1980
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,horror,,city living dead k gates hell paura nella citt dei morti viventi,yr1980,horror horror horror city living dead k gates hell paura nella citt dei morti viventi yr1980
3653,"Endless Summer, The (1966)",Documentary,documentary,,endless summer,yr1966,documentary documentary documentary endless summer yr1966
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,action adventure drama war,,guns navarone,yr1961,action adventure drama war action adventure drama war action adventure drama war guns navarone yr1961
3655,Blow-Out (La grande bouffe) (1973),Drama,drama,,blow out la grande bouffe,yr1973,drama drama drama blow out la grande bouffe yr1973
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,horror scifi,,quatermass pit,yr1967,horror scifi horror scifi horror scifi quatermass pit yr1967
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,horror scifi thriller,,puppet master,yr1989,horror scifi thriller horror scifi thriller horror scifi thriller puppet master yr1989
